"psu","stratum","prov","n_households","mean_income","prob_selection","certainty","empirical_prob"
29911437000,"23103",2,8,1253436.125,0.0382043935052531,FALSE,0.042
29911520000,"23102",2,7,4091.42857142857,0.0334288443170965,FALSE,0.038
29911537000,"23101",2,8,1255585.125,0.0382043935052531,FALSE,0.04
29911563000,"23101",2,8,11290.375,0.0382043935052531,FALSE,0.047
29911587000,"23102",2,11,5726.45454545455,0.052531041069723,FALSE,0.045
29911590000,"23101",2,1,350,0.00477554918815664,FALSE,0.004
29911607000,"23101",2,5,14178.2,0.0238777459407832,FALSE,0.026
29911622000,"23106",2,8,6233.75,0.0382043935052531,FALSE,0.029
29911645000,"23103",2,6,14815.6666666667,0.0286532951289398,FALSE,0.028
29911666000,"23103",2,2,6035,0.00955109837631328,FALSE,0.006
29911705000,"23105",2,5,26937.8,0.0238777459407832,FALSE,0.026
29911744000,"23101",2,4,8992.5,0.0191021967526266,FALSE,0.023
29911754000,"23101",2,6,3309.5,0.0286532951289398,FALSE,0.04
29911785000,"23103",2,7,8645.71428571429,0.0334288443170965,FALSE,0.034
29911873000,"23103",2,4,13548.75,0.0191021967526266,FALSE,0.013
29911875000,"23101",2,1,9999999,0.00477554918815664,FALSE,0.005
29911919000,"23101",2,7,5238.28571428571,0.0334288443170965,FALSE,0.031
29911928000,"23101",2,1,6700,0.00477554918815664,FALSE,0.008
29911934000,"23103",2,7,3815.28571428571,0.0334288443170965,FALSE,0.039
29911964000,"23106",2,8,16518.5,0.0382043935052531,FALSE,0.028
29911984000,"23103",2,10,5750.6,0.0477554918815664,FALSE,0.049
29912007000,"23103",2,5,5019.6,0.0238777459407832,FALSE,0.021
29912012000,"23103",2,7,5484.28571428571,0.0334288443170965,FALSE,0.022
29912015000,"23101",2,7,1431767.85714286,0.0334288443170965,FALSE,0.032
29912045000,"23101",2,7,3799.28571428571,0.0334288443170965,FALSE,0.03
29912081000,"23103",2,5,4076,0.0238777459407832,FALSE,0.02
29912089000,"23103",2,7,7120.85714285714,0.0334288443170965,FALSE,0.03
29912105000,"23106",2,5,10720,0.0238777459407832,FALSE,0.026
29912111000,"23105",2,4,8420,0.0191021967526266,FALSE,0.018
29912134000,"23101",2,7,6384.28571428571,0.0334288443170965,FALSE,0.04
29912144000,"23105",2,7,34654.7142857143,0.0334288443170965,FALSE,0.03
29912145000,"23105",2,6,1681072,0.0286532951289398,FALSE,0.033
29912190000,"23101",2,5,2013517.8,0.0238777459407832,FALSE,0.039
29912192000,"23101",2,3,4644.33333333333,0.0143266475644699,FALSE,0.013
29921275000,"23101",2,7,4366.57142857143,0.0334288443170965,FALSE,0.037
36010007000,"30201",3,11,8641.54545454545,0.052531041069723,FALSE,0.046
36010013000,"30401",3,10,15011,0.0477554918815664,FALSE,0.055
36010028000,"30201",3,6,2903.83333333333,0.0286532951289398,FALSE,0.03
36010063000,"30401",3,4,30473,0.0191021967526266,FALSE,0.023
36010073000,"30201",3,9,3961.11111111111,0.0429799426934097,FALSE,0.054
36010098000,"30201",3,13,3521.53846153846,0.0620821394460363,FALSE,0.071
36010140000,"30301",3,6,24199.3333333333,0.0286532951289398,FALSE,0.033
36010185000,"30201",3,10,6168,0.0477554918815664,FALSE,0.047
36010216000,"30201",3,8,5685,0.0382043935052531,FALSE,0.037
36110044000,"30101",3,6,9651.66666666667,0.0286532951289398,FALSE,0.034
36110088000,"30201",3,8,14430.875,0.0382043935052531,FALSE,0.03
36110094000,"30201",3,5,9711,0.0238777459407832,FALSE,0.023
36110099000,"30201",3,7,10628.1428571429,0.0334288443170965,FALSE,0.032
36110101000,"30201",3,5,2005317.8,0.0238777459407832,FALSE,0.02
36110104000,"30201",3,5,58782.8,0.0238777459407832,FALSE,0.022
36110110000,"30201",3,5,3384,0.0238777459407832,FALSE,0.037
36110123000,"30201",3,7,9420.28571428571,0.0334288443170965,FALSE,0.041
36110129000,"30201",3,7,3645.71428571429,0.0334288443170965,FALSE,0.041
36110167000,"30201",3,8,1254683.625,0.0382043935052531,FALSE,0.044
36110174000,"30201",3,8,8005,0.0382043935052531,FALSE,0.05
36110181000,"30201",3,9,6633.33333333333,0.0429799426934097,FALSE,0.04
36210004000,"30101",3,6,10860.6666666667,0.0286532951289398,FALSE,0.028
36210006000,"30103",3,6,1675788.5,0.0286532951289398,FALSE,0.027
36210066000,"30301",3,6,14653.3333333333,0.0286532951289398,FALSE,0.033
36210068000,"30401",3,7,29853,0.0334288443170965,FALSE,0.03
36310017000,"30103",3,7,22178.5714285714,0.0334288443170965,FALSE,0.022
36310032000,"30101",3,2,2950,0.00955109837631328,FALSE,0.006
36410003000,"30301",3,1,1990,0.00477554918815664,FALSE,0.008
36410006000,"30101",3,4,11352.5,0.0191021967526266,FALSE,0.02
36410019000,"30101",3,6,11580,0.0286532951289398,FALSE,0.029
36410029000,"30101",3,6,12698.3333333333,0.0286532951289398,FALSE,0.029
36410057000,"30101",3,6,10768.3333333333,0.0286532951289398,FALSE,0.028
36410092000,"30101",3,5,15568,0.0238777459407832,FALSE,0.021
36410140000,"30102",3,4,6962.5,0.0191021967526266,FALSE,0.017
36410141000,"30102",3,7,2860485.42857143,0.0334288443170965,FALSE,0.041
36510034000,"30101",3,9,1116654.33333333,0.0429799426934097,FALSE,0.043
36510040000,"30101",3,6,5800.33333333333,0.0286532951289398,FALSE,0.036
36610066000,"30101",3,1,14010,0.00477554918815664,FALSE,0.009
36610109000,"30101",3,6,5531.66666666667,0.0286532951289398,FALSE,0.026
36610112000,"30104",3,3,17076.6666666667,0.0143266475644699,FALSE,0.016
36710018000,"30101",3,5,2578,0.0238777459407832,FALSE,0.022
36810023000,"30401",3,3,32166.6666666667,0.0143266475644699,FALSE,0.009
36810044000,"30101",3,8,17411.25,0.0382043935052531,FALSE,0.037
36810054000,"30102",3,2,2950,0.00955109837631328,FALSE,0.009
36910010000,"30301",3,5,2004957.8,0.0238777459407832,FALSE,0.022
36910032000,"30101",3,5,3310,0.0238777459407832,FALSE,0.019
37010020000,"30301",3,1,9999999,0.00477554918815664,FALSE,0.005
37010072000,"30101",3,7,14187.1428571429,0.0334288443170965,FALSE,0.026
37110012000,"30104",3,7,10504.2857142857,0.0334288443170965,FALSE,0.032
37110077000,"30101",3,8,10403.75,0.0382043935052531,FALSE,0.046
37110078000,"30101",3,8,12087.5,0.0382043935052531,FALSE,0.045
37210017000,"30101",3,6,12701.6666666667,0.0286532951289398,FALSE,0.038
37210041000,"30301",3,2,5002739.5,0.00955109837631328,FALSE,0.015
37310011000,"30102",3,6,4521.66666666667,0.0286532951289398,FALSE,0.029
37310021000,"30301",3,1,4500,0.00477554918815664,FALSE,0.007
37410004000,"30104",3,7,12425.7142857143,0.0334288443170965,FALSE,0.038
37610052000,"30101",3,6,4363.33333333333,0.0286532951289398,FALSE,0.029
37610061000,"30101",3,10,7368,0.0477554918815664,FALSE,0.046
37610138000,"30301",3,4,146694.25,0.0191021967526266,FALSE,0.013
37610148000,"30102",3,4,2212.5,0.0191021967526266,FALSE,0.031
37810033000,"30102",3,6,10980.5,0.0286532951289398,FALSE,0.03
37810054000,"30104",3,9,15106.6666666667,0.0429799426934097,FALSE,0.044
37810058000,"30101",3,7,1430337,0.0334288443170965,FALSE,0.036
37810092000,"30104",3,4,32926,0.0191021967526266,FALSE,0.008
37810132000,"30101",3,6,2724.5,0.0286532951289398,FALSE,0.036
37830103000,"30301",3,4,11390,0.0191021967526266,FALSE,0.014
37910002000,"30101",3,7,8385.71428571429,0.0334288443170965,FALSE,0.03
37910025000,"30101",3,9,6583.33333333333,0.0429799426934097,FALSE,0.047
37910033000,"30101",3,6,25802.8333333333,0.0286532951289398,FALSE,0.025
37910037000,"30104",3,6,16588.6666666667,0.0286532951289398,FALSE,0.02
37910038000,"30101",3,7,13590,0.0334288443170965,FALSE,0.03
37910043000,"30101",3,7,15979.5714285714,0.0334288443170965,FALSE,0.026
37910055000,"30101",3,6,25010.6666666667,0.0286532951289398,FALSE,0.038
37910059000,"30101",3,7,18354.2857142857,0.0334288443170965,FALSE,0.035
37910102000,"30103",3,7,5807.14285714286,0.0334288443170965,FALSE,0.03
37910120000,"30102",3,10,10444,0.0477554918815664,FALSE,0.047
37910122000,"30103",3,5,9844,0.0238777459407832,FALSE,0.023
37910128000,"30104",3,5,2007006.2,0.0238777459407832,FALSE,0.023
37910135000,"30103",3,5,5654,0.0238777459407832,FALSE,0.03
37910157000,"30301",3,2,9100,0.00955109837631328,FALSE,0.007
38010026000,"30301",3,7,17700,0.0334288443170965,FALSE,0.032
38010039000,"30102",3,9,7262.22222222222,0.0429799426934097,FALSE,0.048
38110029000,"30301",3,1,9480,0.00477554918815664,FALSE,0.005
38110035000,"30401",3,6,1716560.16666667,0.0286532951289398,FALSE,0.023
38110065000,"30103",3,6,3340348,0.0286532951289398,FALSE,0.031
38110083000,"30102",3,7,25523.8571428571,0.0334288443170965,FALSE,0.03
38110085000,"30103",3,8,5231.25,0.0382043935052531,FALSE,0.037
38210026000,"30102",3,6,4173.33333333333,0.0286532951289398,FALSE,0.03
38210030000,"30101",3,8,14126.875,0.0382043935052531,FALSE,0.035
38210034000,"30101",3,8,15585,0.0382043935052531,FALSE,0.041
38220016000,"30104",3,2,6379,0.00955109837631328,FALSE,0.01
38310016000,"30102",3,5,9052,0.0238777459407832,FALSE,0.024
38310043000,"30104",3,4,39370,0.0191021967526266,FALSE,0.024
38310054000,"30104",3,6,17083.6666666667,0.0286532951289398,FALSE,0.025
38310065000,"30104",3,8,15788.125,0.0382043935052531,FALSE,0.027
38310077000,"30104",3,4,43788.5,0.0191021967526266,FALSE,0.022
38310117000,"30104",3,3,3386194,0.0143266475644699,FALSE,0.012
38310122000,"30104",3,3,11333.3333333333,0.0143266475644699,FALSE,0.013
38310146000,"30103",3,6,19693.3333333333,0.0286532951289398,FALSE,0.024
38310172000,"30104",3,8,31445.125,0.0382043935052531,FALSE,0.047
38310173000,"30104",3,2,21374,0.00955109837631328,FALSE,0.01
38310186000,"30103",3,7,7352.85714285714,0.0334288443170965,FALSE,0.036
38310205000,"30104",3,4,21072.5,0.0191021967526266,FALSE,0.017
38310213000,"30103",3,6,6708.33333333333,0.0286532951289398,FALSE,0.036
38310240000,"30101",3,4,26497.5,0.0191021967526266,FALSE,0.02
38310243000,"30103",3,6,7604.83333333333,0.0286532951289398,FALSE,0.024
38310275000,"30103",3,6,11875,0.0286532951289398,FALSE,0.034
38310278000,"30103",3,5,6686,0.0238777459407832,FALSE,0.021
38310287000,"30103",3,9,11002.8888888889,0.0429799426934097,FALSE,0.039
38310302000,"30103",3,7,6390,0.0334288443170965,FALSE,0.037
38310304000,"30103",3,4,6397.5,0.0191021967526266,FALSE,0.022
38310314000,"30103",3,3,28336.6666666667,0.0143266475644699,FALSE,0.014
38310320000,"30103",3,8,18548.5,0.0382043935052531,FALSE,0.041
38310340000,"30102",3,6,3286.66666666667,0.0286532951289398,FALSE,0.031
38310355000,"30103",3,7,7645.71428571429,0.0334288443170965,FALSE,0.031
38310367000,"30101",3,7,12720.7142857143,0.0334288443170965,FALSE,0.038
38310370000,"30102",3,1,1990,0.00477554918815664,FALSE,0.003
38310392000,"30102",3,8,6691.25,0.0382043935052531,FALSE,0.04
38310394000,"30102",3,4,8270,0.0191021967526266,FALSE,0.015
38310423000,"30101",3,7,9485.71428571429,0.0334288443170965,FALSE,0.025
38310429000,"30101",3,6,6937,0.0286532951289398,FALSE,0.031
38320323000,"30103",3,5,9784,0.0238777459407832,FALSE,0.025
38410026000,"30103",3,7,9682.85714285714,0.0334288443170965,FALSE,0.031
38410029000,"30102",3,6,3292.5,0.0286532951289398,FALSE,0.028
38410034000,"30103",3,8,4840,0.0382043935052531,FALSE,0.045
38410076000,"30301",3,4,2542.5,0.0191021967526266,FALSE,0.006
38410095000,"30401",3,6,2483.33333333333,0.0286532951289398,FALSE,0.036
38420083000,"30401",3,6,6608.33333333333,0.0286532951289398,FALSE,0.027
38510009000,"30103",3,6,28220,0.0286532951289398,FALSE,0.038
38510030000,"30103",3,7,5857.14285714286,0.0334288443170965,FALSE,0.036
38610002000,"30103",3,5,13130.2,0.0238777459407832,FALSE,0.023
38610033000,"30102",3,4,7060,0.0191021967526266,FALSE,0.02
38610042000,"30103",3,8,8662.875,0.0382043935052531,FALSE,0.039
38610044000,"30103",3,9,5612.55555555556,0.0429799426934097,FALSE,0.042
38610060000,"30201",3,9,3653.33333333333,0.0429799426934097,FALSE,0.042
38610089000,"30201",3,9,5459.44444444444,0.0429799426934097,FALSE,0.037
38610093000,"30201",3,10,7308.2,0.0477554918815664,FALSE,0.053
38610096000,"30103",3,6,6851.83333333333,0.0286532951289398,FALSE,0.027
38610098000,"30301",3,3,21700,0.0143266475644699,FALSE,0.015
38610099000,"30102",3,6,7023.33333333333,0.0286532951289398,FALSE,0.034
38610104000,"30102",3,6,3033.33333333333,0.0286532951289398,FALSE,0.025
38610110000,"30102",3,8,8757.5,0.0382043935052531,FALSE,0.038
46010010000,"40105",4,10,4063,0.0477554918815664,FALSE,0.047
46110098000,"40106",4,6,8762.83333333333,0.0286532951289398,FALSE,0.028
46110120000,"40106",4,10,6887.2,0.0477554918815664,FALSE,0.058
46110178000,"40109",4,5,135020,0.0238777459407832,FALSE,0.02
46210001000,"40301",4,3,5650,0.0143266475644699,FALSE,0.017
46210008000,"40105",4,9,2153.33333333333,0.0429799426934097,FALSE,0.034
46210051000,"40105",4,6,2933.33333333333,0.0286532951289398,FALSE,0.033
46210084000,"40105",4,9,4366.33333333333,0.0429799426934097,FALSE,0.051
46310002000,"40105",4,7,12552.8571428571,0.0334288443170965,FALSE,0.042
46310060000,"40104",4,7,3704.28571428571,0.0334288443170965,FALSE,0.038
46410077000,"40106",4,6,6549.5,0.0286532951289398,FALSE,0.033
46410078000,"40106",4,6,4840.66666666667,0.0286532951289398,FALSE,0.032
46410123000,"40401",4,7,8103.28571428571,0.0334288443170965,FALSE,0.03
46410127000,"40401",4,5,3521.6,0.0238777459407832,FALSE,0.036
46410130000,"40109",4,1,2350,0.00477554918815664,FALSE,0.006
46510017000,"40105",4,6,2454.83333333333,0.0286532951289398,FALSE,0.039
46510045000,"40109",4,4,9852.5,0.0191021967526266,FALSE,0.019
46610008000,"40301",4,2,93429,0.00955109837631328,FALSE,0.011
46610089000,"40104",4,5,3398,0.0238777459407832,FALSE,0.019
46710119000,"40401",4,6,5548.33333333333,0.0286532951289398,FALSE,0.033
46710152000,"40401",4,11,913853.818181818,0.052531041069723,FALSE,0.059
46710159000,"40108",4,11,7161.09090909091,0.052531041069723,FALSE,0.054
46710215000,"40401",4,6,1673579.83333333,0.0286532951289398,FALSE,0.019
46710228000,"40401",4,4,7500816.75,0.0191021967526266,FALSE,0.018
46710233000,"40103",4,5,6003165.4,0.0238777459407832,FALSE,0.025
46710332000,"40101",4,6,3816.16666666667,0.0286532951289398,FALSE,0.028
46710338000,"40102",4,4,6834.75,0.0191021967526266,FALSE,0.017
46710389000,"40103",4,3,43918,0.0143266475644699,FALSE,0.014
46710391000,"40103",4,5,29035.4,0.0238777459407832,FALSE,0.027
46710445000,"40103",4,7,20974.2857142857,0.0334288443170965,FALSE,0.038
46710449000,"40103",4,6,29774,0.0286532951289398,FALSE,0.02
46710493000,"40101",4,10,3001476.6,0.0477554918815664,FALSE,0.052
46710511000,"40101",4,9,1116569.11111111,0.0429799426934097,FALSE,0.045
46710526000,"40102",4,4,3424.75,0.0191021967526266,FALSE,0.015
46710577000,"40102",4,9,3348305.66666667,0.0429799426934097,FALSE,0.038
46710622000,"40106",4,6,3263.33333333333,0.0286532951289398,FALSE,0.02
46710623000,"40106",4,5,5917,0.0238777459407832,FALSE,0.029
46710638000,"40101",4,8,9139.5,0.0382043935052531,FALSE,0.037
46710649000,"40106",4,5,4420.4,0.0238777459407832,FALSE,0.024
46710685000,"40109",4,6,21805.5,0.0286532951289398,FALSE,0.024
46710781000,"40105",4,10,2004374.7,0.0477554918815664,FALSE,0.052
46710803000,"40101",4,7,4287139.57142857,0.0334288443170965,FALSE,0.028
46710823000,"40401",4,4,2515444.5,0.0191021967526266,FALSE,0.019
46710836000,"40301",4,1,3929,0.00477554918815664,FALSE,0.005
46710858000,"40401",4,7,8736.42857142857,0.0334288443170965,FALSE,0.033
46810038000,"40104",4,5,4601,0.0238777459407832,FALSE,0.022
46810053000,"40301",4,4,22041,0.0191021967526266,FALSE,0.022
46810105000,"40106",4,6,3891.66666666667,0.0286532951289398,FALSE,0.03
46810144000,"40102",4,6,2749.5,0.0286532951289398,FALSE,0.031
46810148000,"40104",4,6,3963,0.0286532951289398,FALSE,0.025
46910005000,"40301",4,3,6667102.66666667,0.0143266475644699,FALSE,0.011
46910024000,"40104",4,7,3207.57142857143,0.0334288443170965,FALSE,0.043
46910035000,"40101",4,5,6401.8,0.0238777459407832,FALSE,0.022
46910072000,"40106",4,3,12266.6666666667,0.0143266475644699,FALSE,0.011
46910105000,"40106",4,4,11330.75,0.0191021967526266,FALSE,0.022
46910123000,"40104",4,5,2720,0.0238777459407832,FALSE,0.02
47010046000,"40106",4,9,5154.66666666667,0.0429799426934097,FALSE,0.049
47010091000,"40105",4,9,3247.77777777778,0.0429799426934097,FALSE,0.04
47010092000,"40104",4,10,3357.7,0.0477554918815664,FALSE,0.055
47010147000,"40103",4,3,15500,0.0143266475644699,FALSE,0.01
47010243000,"40108",4,12,839519,0.0573065902578797,FALSE,0.053
47010251000,"40102",4,6,3386.5,0.0286532951289398,FALSE,0.027
47010257000,"40106",4,7,10419.4285714286,0.0334288443170965,FALSE,0.027
47010261000,"40101",4,9,4071,0.0429799426934097,FALSE,0.036
47010277000,"40102",4,7,5989.28571428571,0.0334288443170965,FALSE,0.027
47010292000,"40103",4,4,25840,0.0191021967526266,FALSE,0.017
47110020000,"40301",4,2,5002249.5,0.00955109837631328,FALSE,0.008
47110037000,"40104",4,5,3378,0.0238777459407832,FALSE,0.017
47110125000,"40104",4,8,3616.75,0.0382043935052531,FALSE,0.04
47110126000,"40105",4,9,3154.44444444444,0.0429799426934097,FALSE,0.035
47110140000,"40106",4,6,7838.16666666667,0.0286532951289398,FALSE,0.027
47210025000,"40201",4,7,4565.71428571429,0.0334288443170965,FALSE,0.04
47210155000,"40201",4,7,18659.8571428571,0.0334288443170965,FALSE,0.034
47210164000,"40201",4,7,4439.57142857143,0.0334288443170965,FALSE,0.029
47210224000,"40201",4,9,8954.33333333333,0.0429799426934097,FALSE,0.051
47210233000,"40201",4,6,3196.66666666667,0.0286532951289398,FALSE,0.029
47210275000,"40201",4,5,7822.6,0.0238777459407832,FALSE,0.024
47210284000,"40101",4,9,1114948.66666667,0.0429799426934097,FALSE,0.037
47210291000,"40107",4,7,3974.28571428571,0.0334288443170965,FALSE,0.029
47210313000,"40201",4,7,4257.85714285714,0.0334288443170965,FALSE,0.039
47210322000,"40108",4,8,10411,0.0382043935052531,FALSE,0.04
47210336000,"40106",4,5,6864,0.0238777459407832,FALSE,0.013
47210356000,"40201",4,5,3940,0.0238777459407832,FALSE,0.024
47210365000,"40201",4,8,3311.25,0.0382043935052531,FALSE,0.034
47210381000,"40201",4,7,4175.71428571429,0.0334288443170965,FALSE,0.033
47210417000,"40201",4,6,3381.66666666667,0.0286532951289398,FALSE,0.025
47210431000,"40201",4,5,1918,0.0238777459407832,FALSE,0.029
47210505000,"40201",4,7,3238.57142857143,0.0334288443170965,FALSE,0.041
47210530000,"40201",4,5,3618,0.0238777459407832,FALSE,0.023
47210535000,"40201",4,5,7032,0.0238777459407832,FALSE,0.026
47210577000,"40201",4,6,2882.83333333333,0.0286532951289398,FALSE,0.027
47210607000,"40101",4,8,2860,0.0382043935052531,FALSE,0.032
47210636000,"40106",4,3,14032.6666666667,0.0143266475644699,FALSE,0.017
47210666000,"40106",4,7,12974.5714285714,0.0334288443170965,FALSE,0.032
47210725000,"40105",4,9,4558.22222222222,0.0429799426934097,FALSE,0.047
47210726000,"40105",4,5,6460.4,0.0238777459407832,FALSE,0.026
47210743000,"40104",4,7,7388.28571428571,0.0334288443170965,FALSE,0.031
47210806000,"40301",4,7,10263.7142857143,0.0334288443170965,FALSE,0.03
47210831000,"40101",4,5,3771.6,0.0238777459407832,FALSE,0.022
47310019000,"40105",4,8,4509.875,0.0382043935052531,FALSE,0.045
47310027000,"40105",4,8,7922.875,0.0382043935052531,FALSE,0.034
47310083000,"40109",4,6,19061.1666666667,0.0286532951289398,FALSE,0.03
47410014000,"40105",4,7,4725.42857142857,0.0334288443170965,FALSE,0.03
47410030000,"40105",4,8,5512.125,0.0382043935052531,FALSE,0.042
47510056000,"40103",4,9,1131633.22222222,0.0429799426934097,FALSE,0.045
47510108000,"40101",4,6,8761.66666666667,0.0286532951289398,FALSE,0.026
47510161000,"40106",4,7,4334.28571428571,0.0334288443170965,FALSE,0.037
47510164000,"40101",4,5,2712,0.0238777459407832,FALSE,0.03
47510166000,"40108",4,10,12866.7,0.0477554918815664,FALSE,0.051
47510263000,"40109",4,4,26131.5,0.0191021967526266,FALSE,0.017
47510282000,"40106",4,6,6928.83333333333,0.0286532951289398,FALSE,0.029
47710001000,"40301",4,1,9999999,0.00477554918815664,FALSE,0.003
47710009000,"40105",4,12,4047.5,0.0573065902578797,FALSE,0.06
47710088000,"40301",4,2,14380,0.00955109837631328,FALSE,0.009
47710116000,"40106",4,7,4462.85714285714,0.0334288443170965,FALSE,0.035
47710200000,"40109",4,9,13548,0.0429799426934097,FALSE,0.044
47710213000,"40102",4,8,4636.25,0.0382043935052531,FALSE,0.034
47710261000,"40102",4,11,3689.09090909091,0.052531041069723,FALSE,0.047
47710281000,"40106",4,8,8957.5,0.0382043935052531,FALSE,0.039
47810031000,"40107",4,10,2462.9,0.0477554918815664,FALSE,0.034
47810040000,"40104",4,7,1430567.85714286,0.0334288443170965,FALSE,0.036
47810073000,"40107",4,9,2466.66666666667,0.0429799426934097,FALSE,0.046
47810075000,"40107",4,8,8916.625,0.0382043935052531,FALSE,0.042
47810084000,"40107",4,3,18180,0.0143266475644699,FALSE,0.017
47810089000,"40102",4,8,4352.5,0.0382043935052531,FALSE,0.028
47810092000,"40107",4,9,5015.55555555556,0.0429799426934097,FALSE,0.048
47810129000,"40102",4,8,15458.75,0.0382043935052531,FALSE,0.046
47810130000,"40102",4,8,2798.75,0.0382043935052531,FALSE,0.03
47810149000,"40102",4,12,4708.33333333333,0.0573065902578797,FALSE,0.045
47810158000,"40102",4,8,5951.25,0.0382043935052531,FALSE,0.043
47810164000,"40102",4,6,13638,0.0286532951289398,FALSE,0.024
47810178000,"40102",4,6,2350,0.0286532951289398,FALSE,0.028
47810211000,"40107",4,2,18960,0.00955109837631328,FALSE,0.017
47810254000,"40109",4,3,27060.6666666667,0.0143266475644699,FALSE,0.014
47910079000,"40301",4,9,4180,0.0429799426934097,FALSE,0.042
47910101000,"40104",4,8,1252521.875,0.0382043935052531,FALSE,0.027
47910103000,"40102",4,5,5438,0.0238777459407832,FALSE,0.024
49910058000,"44104",4,5,65558,0.0238777459407832,FALSE,0.03
49910115000,"44101",4,8,9738.375,0.0382043935052531,FALSE,0.038
49910166000,"44101",4,8,3791.25,0.0382043935052531,FALSE,0.041
49910244000,"44101",4,10,1914,0.0477554918815664,FALSE,0.048
49910311000,"44101",4,7,4650,0.0334288443170965,FALSE,0.031
49910312000,"44101",4,6,6797.5,0.0286532951289398,FALSE,0.03
49910340000,"44101",4,7,3125.71428571429,0.0334288443170965,FALSE,0.03
49910491000,"44101",4,7,7122.85714285714,0.0334288443170965,FALSE,0.034
49910506000,"44101",4,8,4480,0.0382043935052531,FALSE,0.034
49910565000,"44101",4,11,4957.18181818182,0.052531041069723,FALSE,0.055
49910590000,"44101",4,5,3625.4,0.0238777459407832,FALSE,0.026
49910601000,"44101",4,16,627186,0.0764087870105062,FALSE,0.079
49910606000,"44103",4,6,3495,0.0286532951289398,FALSE,0.026
49910609000,"44103",4,6,4045,0.0286532951289398,FALSE,0.033
49910619000,"44101",4,9,16730.3333333333,0.0429799426934097,FALSE,0.043
49910628000,"44102",4,7,13561.4285714286,0.0334288443170965,FALSE,0.029
49910643000,"44102",4,6,13106.6666666667,0.0286532951289398,FALSE,0.019
49910743000,"44102",4,11,3881.72727272727,0.052531041069723,FALSE,0.05
49910838000,"44102",4,5,21912.4,0.0238777459407832,FALSE,0.024
49910858000,"44102",4,7,15910,0.0334288443170965,FALSE,0.043
49910900000,"44101",4,8,1797.5,0.0382043935052531,FALSE,0.041
49910913000,"44103",4,9,7638.55555555556,0.0429799426934097,FALSE,0.053
49910916000,"44103",4,11,5437.90909090909,0.052531041069723,FALSE,0.053
49910929000,"44103",4,8,17260,0.0382043935052531,FALSE,0.045
49910932000,"44101",4,7,5764.28571428571,0.0334288443170965,FALSE,0.027
49910963000,"44101",4,8,4124.875,0.0382043935052531,FALSE,0.037
49911005000,"44101",4,10,6100,0.0477554918815664,FALSE,0.051
49911033000,"44102",4,6,1685168.16666667,0.0286532951289398,FALSE,0.033
49911062000,"44103",4,5,2569.8,0.0238777459407832,FALSE,0.017
49911069000,"44103",4,7,7918.57142857143,0.0334288443170965,FALSE,0.038
49911079000,"44103",4,7,4677.14285714286,0.0334288443170965,FALSE,0.025
49911090000,"44103",4,12,4845.83333333333,0.0573065902578797,FALSE,0.061
49911105000,"44103",4,5,33558,0.0238777459407832,FALSE,0.015
49911119000,"44101",4,8,12653.75,0.0382043935052531,FALSE,0.035
49911146000,"44102",4,5,16730,0.0238777459407832,FALSE,0.031
49911163000,"44104",4,2,66995,0.00955109837631328,FALSE,0.005
49911180000,"44104",4,7,16287.1428571429,0.0334288443170965,FALSE,0.029
49911190000,"44104",4,7,16547.7142857143,0.0334288443170965,FALSE,0.02
49911253000,"44103",4,10,1865,0.0477554918815664,FALSE,0.043
49911258000,"44101",4,11,915929,0.052531041069723,FALSE,0.056
49911261000,"44101",4,9,17867.7777777778,0.0429799426934097,FALSE,0.046
49911267000,"44102",4,10,1014585.6,0.0477554918815664,FALSE,0.045
49911292000,"44102",4,7,24192.8571428571,0.0334288443170965,FALSE,0.028
49911300000,"44102",4,5,2009999.8,0.0238777459407832,FALSE,0.02
49911381000,"44102",4,3,4780,0.0143266475644699,FALSE,0.01
49911387000,"44103",4,6,5120,0.0286532951289398,FALSE,0.029
49911388000,"44101",4,5,7831.6,0.0238777459407832,FALSE,0.02
49911424000,"44104",4,6,1680765.83333333,0.0286532951289398,FALSE,0.028
49911430000,"44102",4,3,3334366.33333333,0.0143266475644699,FALSE,0.012
49911438000,"44104",4,9,7329.11111111111,0.0429799426934097,FALSE,0.055
49911442000,"44104",4,6,14527.3333333333,0.0286532951289398,FALSE,0.023
49911461000,"44104",4,7,55895.4285714286,0.0334288443170965,FALSE,0.041
50310056000,"50217",5,7,3442.28571428571,0.0334288443170965,FALSE,0.041
50310085000,"50212",5,7,10503,0.0334288443170965,FALSE,0.034
50310111000,"50212",5,7,3460,0.0334288443170965,FALSE,0.035
50310124000,"50209",5,5,2867.8,0.0238777459407832,FALSE,0.022
50310136000,"50217",5,8,6899.375,0.0382043935052531,FALSE,0.042
50310150000,"50210",5,7,1437770.28571429,0.0334288443170965,FALSE,0.038
50510041000,"50216",5,6,6998.33333333333,0.0286532951289398,FALSE,0.027
50510049000,"50301",5,1,3500,0.00477554918815664,FALSE,0.003
50610029000,"50109",5,8,3775,0.0382043935052531,FALSE,0.037
50610091000,"50104",5,2,107500,0.00955109837631328,FALSE,0.011
50610099000,"50104",5,4,5003349.5,0.0191021967526266,FALSE,0.016
50610103000,"50104",5,7,2880594.85714286,0.0334288443170965,FALSE,0.042
50610109000,"50214",5,7,9535.57142857143,0.0334288443170965,FALSE,0.033
50610160000,"50105",5,3,3760,0.0143266475644699,FALSE,0.009
