hh_id,province,province_name,urban,hh_size,income,log_income,renter,head_age,has_youth,employed,weight_wave1,response_propensity,ipw_adjustment,weight_longitudinal
ZMB001120,1,Zambara Capital,1,4,2797,7.936302693201959,1,56,0,0,237.4687289376743,0.8383820276080137,1.1927736605388575,283.2464450784995
ZMB001121,4,Central Plateau,0,2,1235,7.118826249062078,0,59,1,0,195.35904355812818,0.9179525232704665,1.0893809588727053,212.82042219580828
ZMB001122,5,Northern Bushveld,1,3,3365,8.121183242078828,0,21,0,1,186.3039729371667,0.799753952267521,1.2503845678595606,232.95161269155847
ZMB001123,1,Zambara Capital,0,5,3547,8.173857454773621,0,40,0,1,135.6919473898597,0.9343689851074473,1.0702410032210192,145.22308590353722
ZMB001125,3,Southern Cape,1,4,11201,9.32375833901174,0,48,0,1,88.68192700203508,0.8517193607262162,1.1740956541687073,104.12106509639592
ZMB001126,2,Eastern Highlands,0,2,2558,7.846980982138788,0,43,1,1,170.64082015538588,0.8631812933159904,1.1585051804799986,197.6882741513703
ZMB001127,2,Eastern Highlands,0,4,3927,8.27563105457801,0,55,0,0,216.05613380204886,0.9411406556578614,1.0625404332373631,229.56837801361868
ZMB001128,1,Zambara Capital,1,4,1596,7.3752557780097545,0,67,0,0,211.5361775807105,0.9412361852571558,1.0624325920138624,224.74292945177896
ZMB001129,9,Coastal Plains,0,3,2048,7.6246189861593985,0,36,0,0,93.27305288985372,0.9170812401569965,1.0904159372279913,101.70642338500585
ZMB001130,1,Zambara Capital,1,5,4905,8.498010371999463,0,36,0,1,227.69322354579344,0.8728684120372947,1.1456480566938805,260.8562990776036
ZMB001132,1,Zambara Capital,1,6,3787,8.239329427901795,0,34,0,1,216.4730283524841,0.894489188278972,1.1179564975223844,242.00742858500695
ZMB001133,5,Northern Bushveld,1,1,11523,9.352100317014015,0,26,1,1,175.77609105501324,0.5716102234183613,1.7494438675707527,307.51040456175116
ZMB001134,1,Zambara Capital,0,7,2808,7.940227765145702,0,58,0,1,140.61078281374648,0.9694095849117835,1.0315557175876287,145.04785696599245
ZMB001135,5,Northern Bushveld,0,6,2077,7.638679823876112,0,45,0,1,91.10335704404861,0.9570547468530758,1.0448723056733524,95.19137472919772
ZMB001136,9,Coastal Plains,1,4,820,6.709304340258298,0,34,0,1,138.22837248211727,0.9074250010038944,1.1020194494241273,152.33035493753607
ZMB001137,6,Western Drylands,1,2,2710,7.904703913873747,0,50,0,1,81.32248162990436,0.8699564755497257,1.1494827938008045,93.47879338275706
ZMB001138,1,Zambara Capital,1,5,1952,7.5766097669730375,1,48,0,1,207.24810312502086,0.8533894680996638,1.1717979157005651,242.85289527479523
ZMB001139,4,Central Plateau,0,3,1639,7.40184157874383,0,51,0,0,173.18463007220998,0.942346941982621,1.06118028875446,183.7801157478621
ZMB001140,4,Central Plateau,1,4,5529,8.617762246337932,1,51,0,1,191.58873980864882,0.7896192332372634,1.2664331843846082,242.63433784810127
ZMB001141,9,Coastal Plains,0,3,619,6.428105272684596,0,40,0,1,188.19772600661963,0.9463275966006931,1.0567165150758615,198.87164517091693
ZMB001145,9,Coastal Plains,0,8,549,6.3080984415095305,0,51,0,1,220.1697807153687,0.9819750612760557,1.0183558009105864,224.21117337670748
ZMB001146,9,Coastal Plains,1,1,8136,9.004053937728395,0,54,0,0,164.78676177561283,0.8122262335082415,1.2311840700844012,202.88283605892764
ZMB001147,2,Eastern Highlands,1,5,3905,8.270013062273787,1,59,1,1,158.96075151162222,0.7869045274641364,1.2708021940381777,202.0076717869271
ZMB001148,8,Eastern Forests,1,3,14960,9.613135251528469,1,33,1,0,190.50810289103538,0.4955792084628936,2.017840908018793,384.4150433225845
ZMB001149,1,Zambara Capital,1,5,11191,9.322865162818028,1,35,1,1,219.96718445327133,0.6129170800160663,1.631542067605274,358.885714928201
ZMB001150,1,Zambara Capital,1,3,10470,9.256269303864583,0,47,1,0,137.0298295142129,0.7518747536426753,1.3300087483390153,182.25087203730695
ZMB001151,1,Zambara Capital,1,7,2754,7.9208096792886,1,37,0,1,143.7496719113551,0.8531594454051478,1.1721138474006119,168.4909810065941
ZMB001152,1,Zambara Capital,1,3,4797,8.475746001502063,0,25,0,1,130.00960492296144,0.7952808751269298,1.257417387084024,163.47633771805644
ZMB001153,2,Eastern Highlands,0,9,8176,9.008958312443486,0,60,0,0,143.39346022345126,0.9706991415271253,1.0301853140889543,147.7218368585981
ZMB001155,1,Zambara Capital,0,10,3203,8.071843149609158,0,70,1,1,91.91377514274791,0.9762115746293581,1.024368104198799,94.15353959273138
ZMB001156,2,Eastern Highlands,0,4,5116,8.540128162698734,0,40,1,1,223.5949243651703,0.8698297921470466,1.1496502063140968,257.0559509272029
ZMB001157,1,Zambara Capital,1,4,3562,8.178077463849608,0,56,0,0,239.58568867994472,0.9075054717558467,1.1019217306372757,264.00467670612824
ZMB001158,1,Zambara Capital,0,7,582,6.366470447731438,0,53,0,0,103.94902319647372,0.9791786599663282,1.0212640868157683,106.15940425013785
ZMB001160,4,Central Plateau,0,5,719,6.577861357721047,0,31,1,0,206.05341584188864,0.9244079703044857,1.0817734508180576,222.9031147081281
ZMB001161,2,Eastern Highlands,1,2,4750,8.465899897028686,1,33,0,1,220.25712445145473,0.6559376902123994,1.524535050998807,335.7897064584491
ZMB001162,3,Southern Cape,1,1,1041,6.947937068614969,0,42,0,1,224.301491107326,0.865734189361081,1.1550889548881145,259.0881749430069
ZMB001164,1,Zambara Capital,1,4,6637,8.800415333145924,0,44,0,1,107.54450188949704,0.8617154843821625,1.160475839327624,124.80279609528533
ZMB001165,1,Zambara Capital,1,4,1855,7.5256399750415355,1,23,1,1,103.52964781457558,0.6468550575706298,1.5459413794423498,160.05076655564562
ZMB001166,4,Central Plateau,0,6,2011,7.606387389772652,0,39,1,0,214.96434420580044,0.925377738602444,1.0806397844735867,232.2990225920621
ZMB001167,7,Mining Belt,0,2,4207,8.344505083590521,1,41,0,1,192.81562331831083,0.8014141908457739,1.2477942260351644,240.59422146595946
ZMB001168,1,Zambara Capital,1,3,1230,7.114769448366463,1,62,0,0,201.96593855973333,0.8658405936227862,1.1549470045240937,233.25995575546116
ZMB001169,9,Coastal Plains,1,1,9629,9.172534657240284,0,27,0,1,212.43619985878468,0.6975233807795316,1.4336436993444284,304.5578194402204
ZMB001171,1,Zambara Capital,1,6,8321,9.02653771890043,0,40,0,0,142.62547903927043,0.8823161226077432,1.1333806267128321,161.64895481874623
ZMB001172,1,Zambara Capital,1,2,11391,9.340578848899913,0,22,0,1,91.93304810440168,0.6998449810304168,1.428887863891872,131.36201672696723
ZMB001173,3,Southern Cape,1,4,16781,9.728002573001161,1,41,1,1,151.3253514491953,0.571334903265835,1.7502869057777701,264.86278115374563
ZMB001175,3,Southern Cape,1,3,2194,7.693481640835175,0,30,0,1,206.9566554389894,0.847195477620456,1.1803651299092517,244.28441948282696
ZMB001176,2,Eastern Highlands,0,5,10420,9.251482315307358,0,41,1,0,182.9219952877611,0.8659110728883839,1.1548529997016221,211.24801496947688
ZMB001177,9,Coastal Plains,1,6,380,5.940171252720432,0,33,0,0,84.54768076073378,0.9452394736739401,1.0579329660379264,89.44577867883082
ZMB001178,1,Zambara Capital,1,5,2719,7.908019444632471,0,37,0,1,87.94854933395982,0.8943341542439028,1.118150296793071,98.33969654028722
ZMB001179,2,Eastern Highlands,1,1,4846,8.48590890137647,0,18,0,0,217.43436750490218,0.7031739378199113,1.4221232417975485,309.21846759427103
ZMB001180,8,Eastern Forests,1,2,2783,7.931284761525891,0,44,1,1,127.87838878110051,0.7851019869262673,1.273719869077232,162.88124461607072
ZMB001181,9,Coastal Plains,0,3,4466,8.404248432400102,0,52,0,1,169.46190289687365,0.9238572746702653,1.0824182776034434,183.42866105303597
ZMB001184,5,Northern Bushveld,1,5,4947,8.506536611227709,1,47,0,1,232.63631615554914,0.8090613906685865,1.2360001497211812,287.5385215988428
ZMB001185,1,Zambara Capital,1,4,9720,9.181940897454485,0,53,0,1,245.34151813481003,0.869876570423737,1.1495883829965403,282.0417591145126
ZMB001186,3,Southern Cape,1,1,2423,7.792761720816526,0,41,0,1,156.27433401998132,0.8282606529683951,1.2073493970963247,188.6777229606541
ZMB001187,8,Eastern Forests,0,3,1316,7.182352111885263,0,59,1,0,135.32064160564914,0.9286220042673335,1.0768644242809888,145.7219848160014
ZMB001188,3,Southern Cape,1,2,2442,7.80057265467065,1,22,0,0,157.50417859992012,0.6508475488143265,1.536458118067338,241.99857383937515
ZMB001189,1,Zambara Capital,1,3,9361,9.144307401371744,0,18,1,1,96.18448912166059,0.6286283537682088,1.5907650267533515,153.00692141087586
ZMB001190,3,Southern Cape,0,3,1741,7.462214939768189,0,52,1,1,130.86324186297134,0.9111214810648466,1.09754848368988,143.62875267744622
ZMB001191,9,Coastal Plains,0,4,3762,8.232706009860976,0,46,0,1,241.09136710874736,0.9304636537634551,1.0747330064482268,259.1088498014972
ZMB001193,2,Eastern Highlands,0,3,4527,8.417814747435958,0,46,0,1,221.33879008470103,0.9140227456807125,1.0940646769739373,242.15895187582055
ZMB001194,9,Coastal Plains,1,5,6167,8.726967774991493,1,26,1,1,236.2014569202438,0.6124488111739093,1.6327895193122397,385.6672633056556
ZMB001195,2,Eastern Highlands,1,2,1045,6.951772164398911,1,49,0,0,88.00432044547051,0.8128253811972243,1.230276542948355,108.2696511221727
ZMB001196,7,Mining Belt,1,3,1389,7.236339342754344,0,28,1,1,161.25531882978976,0.793665243073157,1.2599770605146985,203.17800261151902
ZMB001197,8,Eastern Forests,1,3,538,6.2878585601617845,1,46,0,1,149.3815407762304,0.8565737072289015,1.167441857671649,174.3942634656556
ZMB001199,2,Eastern Highlands,1,4,15986,9.679468618185965,1,50,0,1,115.47872345894575,0.7237506854835447,1.381691264764593,159.55594346939142
ZMB001202,1,Zambara Capital,1,3,2056,7.628517626575055,0,28,1,0,184.87000572495162,0.7724581169958546,1.2945685701239986,239.32689897016607
ZMB001203,1,Zambara Capital,1,1,8137,9.004176840696656,0,43,0,1,114.500419087708,0.7738365299763637,1.2922625919850854,147.96460835366008
ZMB001204,1,Zambara Capital,1,5,5815,8.668196064952765,0,56,0,1,99.30567948147655,0.9087555833747352,1.100405893833875,109.2765549925945
ZMB001205,8,Eastern Forests,0,4,4549,8.422662707570003,0,67,1,1,196.10919752391055,0.9249936465243674,1.0810885066697122,212.0113994953201
ZMB001206,8,Eastern Forests,1,5,52858,10.875364351649829,0,56,1,1,89.0757495467551,0.755265238524127,1.3240381643329862,117.93969191647045
ZMB001207,3,Southern Cape,1,1,3846,8.254788926148725,0,23,0,0,157.56489514606073,0.7393553150698708,1.3525296695885627,213.11119557065805
ZMB001208,8,Eastern Forests,0,3,2198,7.6953031349635665,1,41,1,1,174.252515824046,0.7865811704517095,1.2713246103078346,221.53151177516506
ZMB001210,3,Southern Cape,1,2,2159,7.677400430514807,0,43,0,1,182.03208905644715,0.8610229720005116,1.1614091987308857,211.4137426943575
ZMB001211,3,Southern Cape,1,1,3841,8.253488028345904,1,29,0,1,118.40366563061252,0.6121992770896585,1.6334550487447683,193.40706541421142
ZMB001213,1,Zambara Capital,1,4,2547,7.842671474979457,1,39,0,1,189.00158043252304,0.7881498234715305,1.2687942954746114,239.80412708847118
ZMB001214,1,Zambara Capital,1,3,2788,7.933079771880415,1,38,0,1,245.43906586710364,0.7488716661994812,1.3353422824433905,327.74516241575185
ZMB001216,3,Southern Cape,1,3,5994,8.69851424787661,1,46,0,0,245.41020871140063,0.734829615281638,1.360859686659104,333.968859729942
ZMB001217,2,Eastern Highlands,0,5,1362,7.2167094867094574,0,55,0,1,213.45168076222762,0.9637479404606787,1.0376157063661196,221.48081650913426
ZMB001218,2,Eastern Highlands,1,1,1634,7.3987862754199485,0,51,0,1,192.9594504297711,0.8712359449069466,1.147794699984292,221.477834515173
ZMB001220,5,Northern Bushveld,1,5,1035,6.942156705699469,0,38,0,1,132.58964732056484,0.9216339832803356,1.0850294348313192,143.8636700967164
ZMB001221,2,Eastern Highlands,0,7,4481,8.407601514786142,0,24,0,0,179.7492148191668,0.9297348520286761,1.0755754695201603,193.3338461250055
ZMB001222,2,Eastern Highlands,1,1,19186,9.861936125377893,0,41,0,1,91.76650763256475,0.7138725579964029,1.4008102549937755,128.5474649566613
ZMB001223,2,Eastern Highlands,0,5,3236,8.082093278178382,0,48,0,0,238.3272528508678,0.9456035451478626,1.0575256460609308,252.0371820450408
ZMB001224,2,Eastern Highlands,0,4,1606,7.381501894506707,0,22,1,0,223.01536980550736,0.8681778682693352,1.1518377011768854,256.8775108838886
ZMB001225,9,Coastal Plains,1,3,3584,8.18423477409482,0,70,0,1,118.9339293143712,0.9174971146120424,1.0899216837568404,129.6286684941365
ZMB001226,1,Zambara Capital,1,3,2260,7.723120092266331,0,40,0,1,210.47164427815005,0.8717388735301438,1.1471325076401118,241.43886508793184
ZMB001227,1,Zambara Capital,1,2,2869,7.9617188159813645,1,47,0,1,195.79567987006158,0.7510394010450161,1.3314880665496025,260.6996112289532
ZMB001229,3,Southern Cape,0,1,1440,7.272398392570047,0,65,0,1,117.88728149374947,0.9422032950385032,1.0613420747580118,125.11873192815783
ZMB001230,5,Northern Bushveld,0,5,2475,7.813995675002791,0,41,1,0,156.25992475776002,0.9107765584407226,1.0979641392088864,171.56779377949934
ZMB001231,2,Eastern Highlands,1,1,2695,7.899153483343097,0,47,0,0,183.17914850777015,0.8412176163877737,1.1887530414472833,217.75476991833537
ZMB001232,1,Zambara Capital,0,2,1286,7.1592919047975645,0,52,0,0,226.35463093873113,0.9382775571932142,1.0657827125178436,241.2448525528563
ZMB001233,6,Western Drylands,1,4,9459,9.15472194821317,0,34,0,1,134.30541271576658,0.81812064748262,1.2223136075064573,164.16333352425227
ZMB001234,5,Northern Bushveld,0,2,1969,7.585281078639126,0,32,0,0,160.36376673262566,0.8965559335875452,1.1153793785051715,178.86643847298433
ZMB001236,1,Zambara Capital,0,4,6357,8.757311846936409,0,50,0,0,161.26439626561478,0.9249766920147886,1.081108322655996,174.34428095085067
ZMB001237,3,Southern Cape,1,6,2832,7.94873845481361,0,46,0,0,138.73104691505432,0.9231338101041603,1.0832665742002956,150.28270592689137
ZMB001238,1,Zambara Capital,0,2,1424,7.261225091971921,0,65,0,1,189.78134082630277,0.9510118150130358,1.0515116470832624,199.5572902779356
ZMB001239,7,Mining Belt,1,6,7614,8.937743936942443,0,32,0,1,117.96238137641922,0.8667310161700357,1.1537604877910814,136.10033467785502
ZMB001240,7,Mining Belt,1,1,2712,7.905441649060286,0,46,0,1,170.1824794872664,0.8380790011285737,1.1932049349206701,203.06257436124199
ZMB001241,1,Zambara Capital,1,2,4161,8.333510708982942,0,32,1,0,175.07977339206263,0.713373039136314,1.4017911319030327,245.42527371658596
ZMB001242,2,Eastern Highlands,0,3,3153,8.056109659545061,0,73,1,0,247.66098448773846,0.9299372138173123,1.07534141568019,266.32011366779426
ZMB001243,7,Mining Belt,1,3,3987,8.290794347381356,0,50,0,1,86.14257871871814,0.8753041412121999,1.1424600352228542,98.41445351717422
ZMB001245,5,Northern Bushveld,1,2,22503,10.021403912637746,0,50,0,0,214.75385101744905,0.7731796369510568,1.2933604976243072,277.7541476186642
ZMB001246,8,Eastern Forests,0,3,3912,8.271804031154709,0,36,0,0,148.0022875405848,0.8999969241596476,1.1111149084578573,164.44754817221036
ZMB001247,1,Zambara Capital,1,1,4988,8.514790306799927,1,46,0,0,216.77897986024618,0.6760304342743796,1.4792233445426974,320.6645276154274
ZMB001249,8,Eastern Forests,1,7,3647,8.20166019080868,0,38,0,0,189.6426750253886,0.9172664768307937,1.0901957340194697,206.74763530071928
ZMB001250,1,Zambara Capital,0,7,2384,7.776535028185241,0,41,0,0,120.52768210880458,0.9587463585697198,1.043028733367836,125.71383560570764
ZMB001252,1,Zambara Capital,1,3,4071,8.31164394850298,0,37,0,0,239.868680909276,0.8409127751375981,1.1891839790831702,285.2479924211241
ZMB001253,3,Southern Cape,1,3,13215,9.48910782703839,0,42,1,1,166.70988057972863,0.7166543649080429,1.3953727891245238,232.62243103915222
ZMB001254,8,Eastern Forests,1,5,5495,8.611593866837723,0,47,0,1,132.8410922177136,0.8932886567950964,1.119458970393465,148.71015231998499
ZMB001255,2,Eastern Highlands,1,4,9215,9.128587870103924,1,28,0,1,158.9192075887695,0.6614614288899413,1.5118039485358823,240.25468553089527
ZMB001256,2,Eastern Highlands,0,2,2019,7.610357618312838,0,54,1,0,227.51552908914164,0.8958310428682416,1.1162819238751023,253.97147252308883
ZMB001257,1,Zambara Capital,1,4,761,6.634633357861686,1,32,0,1,248.95113832317293,0.8248321859298786,1.2123678210648934,301.82034912049005
ZMB001259,2,Eastern Highlands,1,6,1938,7.569411792450712,0,39,0,1,177.00087715638801,0.9210987182071644,1.0856599626437542,192.16276568151594
ZMB001260,2,Eastern Highlands,0,6,3467,8.151044945685024,1,31,1,0,145.3942177281715,0.8114533332641531,1.232356759171102,179.177546961707
ZMB001262,1,Zambara Capital,1,5,3429,8.14002395246292,0,50,0,1,235.12390868272632,0.9120491696862769,1.0964321148869376,257.7974044574848
ZMB001263,3,Southern Cape,1,3,1675,7.423568444259167,0,42,0,1,170.48306972021237,0.8863969274400859,1.128162755356113,192.33264967712313
ZMB001264,2,Eastern Highlands,0,6,753,6.6240652277998935,0,43,1,1,174.2028299276717,0.9486265153114366,1.0541556490983148,183.6368972571681
ZMB001265,1,Zambara Capital,0,1,979,6.88653164253051,0,65,1,1,235.3128251247108,0.9202386683704548,1.0866746142832548,255.70847347829812
ZMB001266,7,Mining Belt,1,3,2995,8.00469951054955,0,44,1,1,185.8242211700417,0.8089751604977603,1.2361318972818678,229.70324707584908
ZMB001267,2,Eastern Highlands,1,3,4799,8.476162841858246,0,38,0,1,102.41417531622574,0.836708804468545,1.1951589306331887,122.40121625262026
ZMB001268,3,Southern Cape,1,4,6847,8.831565879121063,1,54,0,0,119.58677232265472,0.7889249033206712,1.2675477675896534,151.58194629083314
ZMB001269,3,Southern Cape,1,1,6700,8.809862805379057,1,51,0,0,203.18997412221506,0.6787745484567622,1.4732432179043315,299.34825132171
ZMB001270,2,Eastern Highlands,0,4,8402,9.036225051729327,1,43,0,0,234.02230072999373,0.8263021221260234,1.2102110998179005,283.21638594836116
ZMB001271,2,Eastern Highlands,0,3,2347,7.760893195851024,0,62,0,0,118.6979736131616,0.9485323660290548,1.054260282320581,125.13855917229263
ZMB001272,1,Zambara Capital,1,1,1951,7.576097340623111,1,58,0,1,188.04169814568013,0.7841968815085992,1.2751899727989857,239.7888879434649
ZMB001273,5,Northern Bushveld,0,9,3236,8.082093278178382,0,47,0,1,134.6506117633544,0.9712127138315453,1.0296405573758252,138.64173094701604
ZMB001274,8,Eastern Forests,1,5,2890,7.969011781106478,1,57,0,0,220.19080847036093,0.8615504927532416,1.1606980767944521,255.5750479193635
ZMB001275,1,Zambara Capital,1,3,4609,8.435766192720509,0,51,1,1,144.34499704977497,0.8108008983415689,1.233348411484772,178.02767281711405
ZMB001276,1,Zambara Capital,1,1,9045,9.109967397829395,0,35,0,0,241.80920752929524,0.7361267571998296,1.3584616918476435,328.48854516458437
ZMB001277,1,Zambara Capital,1,4,8417,9.038008749211576,1,26,0,1,96.4665134716779,0.6583719018715599,1.5188983569275827,146.5228288106641
ZMB001278,1,Zambara Capital,1,4,849,6.744059186311348,1,46,1,1,232.78428599471226,0.7931968388709182,1.2607211110718208,293.47606367931417
ZMB001280,2,Eastern Highlands,1,5,7251,8.888894669371593,1,36,0,1,198.37348652305081,0.7479546100830299,1.3369795259220218,265.22128996708705
ZMB001281,9,Coastal Plains,0,6,4351,8.37816098272068,1,32,0,0,178.70270933257416,0.8672720793133801,1.153040693748265,206.05149594352585
ZMB001282,6,Western Drylands,1,2,14072,9.551942286417393,1,35,0,1,195.6384783075191,0.5846592454245156,1.7103979930633086,334.61966066314034
ZMB001283,1,Zambara Capital,0,6,406,6.0063531596017325,0,58,0,1,213.01121975760907,0.9801769547578395,1.0202239454273416,217.31914704139842
ZMB001284,3,Southern Cape,1,5,40037,10.597559305547207,1,42,0,0,103.8679000036791,0.6618021640061138,1.5110255819453045,156.9470540484959
ZMB001285,3,Southern Cape,1,3,8031,8.991064332188461,0,46,1,1,87.15586551697925,0.7634704697518335,1.3098083548995032,114.15748083263692
ZMB001286,9,Coastal Plains,0,8,6596,8.794218683679489,1,53,0,0,222.47203403152525,0.9265058503108471,1.0793239995888804,240.11940556757935
ZMB001287,5,Northern Bushveld,1,5,10916,9.29798488182823,0,36,1,1,167.99336177529767,0.7690842362910102,1.3002476878509504,218.43298022263903
ZMB001288,1,Zambara Capital,1,4,3504,8.161660452056282,1,42,1,0,202.3898598831147,0.6915822854814305,1.4459595351027115,292.6475477060914
ZMB001289,1,Zambara Capital,1,3,5505,8.61341204915678,1,39,0,1,246.5349960932508,0.7103758239995248,1.4077055640348888,347.04868572978876
ZMB001290,7,Mining Belt,1,7,6491,8.778171881033469,0,42,0,1,174.56947340164334,0.9094860871763972,1.0995220422828165,191.9429839148107
ZMB001291,2,Eastern Highlands,1,4,9328,9.140775908590273,0,39,0,0,161.77773747825995,0.8340564675061939,1.1989595896186416,193.96496973636687
ZMB001292,5,Northern Bushveld,0,7,1474,7.295735072749282,0,76,1,0,192.50149267027155,0.972781077182643,1.0279805224996648,197.88778501715112
ZMB001293,8,Eastern Forests,1,1,5704,8.648922962094131,1,44,1,1,222.1639697579667,0.5452862593229875,1.8338991362840735,407.42631225257617
ZMB001295,8,Eastern Forests,0,4,3058,8.025516386489008,0,60,1,1,169.7642256389372,0.9234061021404962,1.0829471428464201,183.84568311322204
ZMB001296,3,Southern Cape,1,3,5250,8.565983355585669,1,34,0,1,86.3427697098814,0.6912078306258957,1.4467428690651403,124.9157863731045
ZMB001297,2,Eastern Highlands,1,6,7041,8.859505484519133,0,57,1,0,89.88714878447354,0.8766846687944789,1.1406609874621063,102.53076389265085
ZMB001299,1,Zambara Capital,1,2,7190,8.880446450715093,1,67,0,0,217.52021075692028,0.7751645819306162,1.290048621041755,280.6116479356769
ZMB001300,2,Eastern Highlands,1,2,8154,9.006263883379198,0,29,0,0,154.99307602178305,0.7506740581752044,1.332136083709721,206.47186929378114
ZMB001301,8,Eastern Forests,1,1,5072,8.531490496117062,1,42,0,1,160.46468060929328,0.6558902862445528,1.5246452356014062,244.65171077326036
ZMB001302,4,Central Plateau,0,3,4233,8.350666240520924,0,60,1,0,247.07338540349156,0.9015781967434294,1.1091661306940184,274.0454308854627
ZMB001303,1,Zambara Capital,1,4,7924,8.977651407818442,0,50,0,0,164.85888376599178,0.8700060218595257,1.1494173314601075,189.4916582457983
ZMB001304,4,Central Plateau,0,5,2046,7.6236419465115715,0,28,0,0,151.17820842191577,0.9292596369948516,1.0761255091568562,162.68672651145545
ZMB001305,3,Southern Cape,1,1,9091,9.115040192121858,1,38,0,1,103.89275260968134,0.5924063232359785,1.6880305978801327,175.3741453031331
ZMB001306,2,Eastern Highlands,1,1,6098,8.7157161275482,0,49,1,1,176.74380709649995,0.7273532948667929,1.3748476937650216,242.99581557387282
ZMB001307,2,Eastern Highlands,0,3,1690,7.432483807917119,0,44,0,0,131.15779825719073,0.9330808528367772,1.0717184871597927,140.56423712740573
ZMB001308,1,Zambara Capital,1,6,5164,8.549466751966532,0,54,1,0,157.5213652360253,0.8804007355984698,1.1358463930862464,178.9200745373606
ZMB001309,1,Zambara Capital,1,4,2295,7.738488122494646,0,28,0,1,98.45193365355954,0.861394083491339,1.1609088327457204,114.29371937931292
ZMB001310,7,Mining Belt,1,4,3741,8.227108234348146,0,20,0,0,189.31022932054475,0.817694896755184,1.222950031812902,231.516950970068
ZMB001311,5,Northern Bushveld,0,3,1602,7.379008127628304,0,57,0,1,215.23546393262222,0.9492642972499754,1.0534473938364755,226.7392385410056
ZMB001312,9,Coastal Plains,1,3,4272,8.35983738064003,0,34,1,0,151.8039689771831,0.7534604932282724,1.3272096002212483,201.47568497820598
ZMB001313,3,Southern Cape,1,4,3377,8.124743020385568,1,32,0,1,101.40700286487117,0.7455084783762225,1.3413663680634198,136.02394312904906
ZMB001314,1,Zambara Capital,1,3,6400,8.764053269347762,0,26,0,1,139.85707849264145,0.7835597040827456,1.276226935598513,178.4893707064245
ZMB001315,1,Zambara Capital,1,2,4912,8.499436469826978,0,57,0,0,202.27347153471783,0.8653319414352489,1.1556258958167998,233.75246174228224
ZMB001318,8,Eastern Forests,0,1,5820,8.669055540725484,0,50,0,0,84.64051080867648,0.8835806984425156,1.1317585385949425,95.79262081875713
ZMB001320,4,Central Plateau,1,7,3194,8.069029328774958,1,74,1,1,94.6428245655261,0.8841385243977606,1.1310444827422936,107.04524455598511
ZMB001321,7,Mining Belt,0,6,1123,7.023758954738443,0,58,0,0,192.56532607832924,0.9727962342866033,1.0279645055712479,197.95032021227584
ZMB001322,7,Mining Belt,0,4,1126,7.026426808699636,0,54,0,1,137.17139044310898,0.9588509657313296,1.0429149427171776,143.0580928064106
ZMB001323,1,Zambara Capital,0,4,9805,9.190647738630446,0,42,0,1,178.64662766689435,0.9005606279676319,1.1104194086929837,198.37268265886846
ZMB001324,2,Eastern Highlands,0,6,774,6.651571873589727,0,52,0,1,205.28723675059155,0.9725489446480448,1.028225885702739,211.0816508313449
ZMB001325,2,Eastern Highlands,0,3,5505,8.61341204915678,1,28,0,1,231.71605814248323,0.7691618946856993,1.3001164084040169,301.25784928174164
ZMB001326,3,Southern Cape,1,6,3670,8.207946941048617,1,56,1,1,238.96683492697775,0.807416249737301,1.2385185464441144,295.96485704211113
ZMB001327,2,Eastern Highlands,1,8,12354,9.421735176255844,0,39,0,0,149.84503345331177,0.9011044919579577,1.1097492121331656,166.2904078168806
ZMB001330,1,Zambara Capital,1,2,10652,9.273502946933823,1,48,1,1,195.42156912386417,0.5594755664819265,1.787388154031753,349.2941976942922
ZMB001331,3,Southern Cape,1,4,10690,9.27706400401909,0,46,0,0,191.2682255427353,0.848181076810571,1.1789935278446864,225.50399999722265
ZMB001332,1,Zambara Capital,1,5,9234,9.130647603066935,1,50,1,1,214.76535113994032,0.6985604359617292,1.4315153686355997,307.4399008072457
ZMB001333,9,Coastal Plains,1,2,5884,8.679992081721329,0,35,1,0,203.44739225925878,0.7037849553845249,1.4208885716427868,289.076074591708
ZMB001334,1,Zambara Capital,1,6,6769,8.820108644508608,0,55,1,1,128.64687157794833,0.8733969373449169,1.1449547820031865,147.29485080292176
ZMB001335,9,Coastal Plains,0,6,739,6.6052979209482015,1,61,0,1,205.22649970138445,0.9552000444639158,1.046901123796772,214.85185317025727
ZMB001336,1,Zambara Capital,1,3,10624,9.270870871716214,0,36,1,1,162.9450857033953,0.7046595151275719,1.419125093086921,231.2394599168872
ZMB001337,5,Northern Bushveld,1,3,2532,7.836764783264067,1,43,0,1,86.69526903657243,0.7737883563773595,1.292343044138961,112.04002789917021
ZMB001338,5,Northern Bushveld,1,3,2227,7.708410667257367,1,49,0,1,227.44251379044726,0.8019561502791127,1.2469509706384323,283.60966333544326
ZMB001339,1,Zambara Capital,1,2,20144,9.910661756284128,0,48,0,0,109.82395532075316,0.7718891223543392,1.2955228556012033,142.27944421056108
ZMB001340,1,Zambara Capital,1,1,875,6.774223886357614,1,30,0,0,96.0293477610685,0.7209255376700316,1.3871058073929696,133.20286595953718
ZMB001342,7,Mining Belt,1,2,3449,8.145839612936841,0,38,0,1,203.43126928899437,0.8275065860824565,1.2084495964366324,245.83643527487715
ZMB001343,1,Zambara Capital,1,2,33414,10.416730252817723,1,58,1,0,171.2881223880686,0.5219803874138704,1.9157807919842684,328.15049476611233
ZMB001345,5,Northern Bushveld,0,4,3741,8.227108234348146,0,62,1,1,101.16425859043375,0.921864792325144,1.0847577739440315,109.73871595125728
